experiment_id,phase,result_file,dataset_id,dataset_sha256,dataset_bytes,seed,git_commit,utc_timestamp,config,codec_kind,n_relations,n_independent,recovered_bits,container_bytes,payload_bits,relation_description_bits,header_bits,framing_bits,crc_bits,leftover_bits,metadata_bits_total,accounting_total_bits,accounting_ok,raw_best_bytes,composed_best_bytes,composition_gap_bytes,composition_gap_pct,composition_gap_matched_bytes,codec_sets_match,available_raw_codecs,available_composed_codecs,raw_gap_bytes,roundtrip_ok,composed_roundtrip_mode,composed_roundtrip_ok,composed_roundtrip_n_checked,verdict,package_versions,platform,baseline_gzip9,baseline_zlib9,baseline_bz2_9,baseline_xz9,baseline_zstd19,baseline_brotli11,composed_gzip9,composed_zlib9,composed_bz2_9,composed_xz9,composed_zstd19,composed_brotli11
phase4_silesia_nci_p512000,phase4_silesia,results/phase4_silesia/phase4_silesia_nci_p512000.json,silesia_nci_prefix_512000,ee9bc47fe8fd6424b4f1169d83cb30215eabb9f576f725814100856898d59b4b,512000,,c50c71ef25b848656c26732f25d7206482f77e93-dirty,2026-08-29T11:20:34.734850+00:00,"{""category"": ""silesia"", ""codec"": ""gf2_best"", ""label"": ""public_corpus_prefix"", ""member"": ""nci"", ""n_bytes"": 512000}",GF2,1,7,512000,448037,3584000,15,216,1,32,32,296,3584296,True,29853,47686,-17833,-0.5973603992898536,-17833,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-418184,True,,,,raw_gap-418184 comp_gap-17833,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,46955,46943,29853,33444,34026,31670,83021,83009,47686,53220,57982,53611
phase4_silesia_ooffice_p512000,phase4_silesia,results/phase4_silesia/phase4_silesia_ooffice_p512000.json,silesia_ooffice_prefix_512000,dee624c889febeebcc4712ceee0006cd4a6bc044119584ba566980e529df2325,512000,,2a4733c8e72b0657f50c6bc9767237162c6be7db-dirty,2026-08-29T11:09:53.830986+00:00,"{""category"": ""silesia"", ""codec"": ""gf2_best"", ""label"": ""public_corpus_prefix"", ""member"": ""ooffice"", ""n_bytes"": 512000}",PASSTHROUGH,0,4096000,0,512018,4096000,0,112,0,32,0,144,4096144,True,238012,238032,-20,-8.402937667008387e-05,-20,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-274006,True,,,,raw_gap-274006 no_deduction header_perturbation-20,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,282840,282828,252746,238012,251102,241971,282854,282842,252280,238032,251125,241805
phase4_silesia_osdb_p512000,phase4_silesia,results/phase4_silesia/phase4_silesia_osdb_p512000.json,silesia_osdb_prefix_512000,2ae96b921a069a885b5f42a4962eb549bd8ce0c9adae4a5905840597693fa38c,512000,,3029ca42afa94a00d5b62447b6f43afbe729f7bb-dirty,2026-08-29T11:50:03.826375+00:00,"{""category"": ""silesia"", ""codec"": ""gf2_best"", ""label"": ""public_corpus_prefix"", ""member"": ""osdb"", ""n_bytes"": 512000}",PASSTHROUGH,0,4096000,0,512018,4096000,0,112,0,32,0,144,4096144,True,148688,148755,-67,-0.00045060798450446575,-67,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-363330,True,,,,raw_gap-363330 no_deduction header_perturbation-67,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,189301,189289,148688,158328,172583,157470,189314,189302,148755,158348,172585,157479
phase4_silesia_reymont_p512000,phase4_silesia,results/phase4_silesia/phase4_silesia_reymont_p512000.json,silesia_reymont_prefix_512000,25c23984331e6d273c2f8d36fcfcc6f2a9d2f12c6b47885a93347cd7ec9139cc,512000,,3029ca42afa94a00d5b62447b6f43afbe729f7bb-dirty,2026-08-29T11:52:12.278257+00:00,"{""category"": ""silesia"", ""codec"": ""gf2_best"", ""label"": ""public_corpus_prefix"", ""member"": ""reymont"", ""n_bytes"": 512000}",GF2,1,7,512000,448037,3584000,15,216,1,32,32,296,3584296,True,98623,136914,-38291,-0.38825628910091964,-38291,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-349414,True,,,,raw_gap-349414 comp_gap-38291,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,140746,140734,98623,116508,118921,116968,218358,218346,136914,171636,177521,173139
phase4_silesia_samba_p512000,phase4_silesia,results/phase4_silesia/phase4_silesia_samba_p512000.json,silesia_samba_prefix_512000,6e9b57c7fadb54664bcd829e1e412f95d143cc31740c17b692142149979b1f29,512000,,3029ca42afa94a00d5b62447b6f43afbe729f7bb-dirty,2026-08-29T11:52:32.530951+00:00,"{""category"": ""silesia"", ""codec"": ""gf2_best"", ""label"": ""public_corpus_prefix"", ""member"": ""samba"", ""n_bytes"": 512000}",PASSTHROUGH,0,4096000,0,512018,4096000,0,112,0,32,0,144,4096144,True,206199,206332,-133,-0.0006450079777302509,-133,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-305819,True,,,,raw_gap-305819 no_deduction header_perturbation-133,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,227999,227987,223213,210892,214927,206199,228013,228001,223254,210960,215029,206332
phase4_silesia_sao_p512000,phase4_silesia,results/phase4_silesia/phase4_silesia_sao_p512000.json,silesia_sao_prefix_512000,b935d05cfbae38ea362bf3f5b87b315856ac1ccda5f7675bb6a9dc460b34a853,512000,,c50c71ef25b848656c26732f25d7206482f77e93-dirty,2026-08-29T11:19:44.384468+00:00,"{""category"": ""silesia"", ""codec"": ""gf2_best"", ""label"": ""public_corpus_prefix"", ""member"": ""sao"", ""n_bytes"": 512000}",PASSTHROUGH,0,4096000,0,512018,4096000,0,112,0,32,0,144,4096144,True,322844,322864,-20,-6.194942448984648e-05,-20,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-189174,True,,,,raw_gap-189174 no_deduction header_perturbation-20,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,381121,381109,352933,322844,363404,334831,381138,381126,351802,322864,363421,334735
phase4_silesia_webster_p512000,phase4_silesia,results/phase4_silesia/phase4_silesia_webster_p512000.json,silesia_webster_prefix_512000,3fea5bf1be677cafbb4ac2b1d510cb728902d7d161631bb0b9d4b5af73898a22,512000,,3029ca42afa94a00d5b62447b6f43afbe729f7bb-dirty,2026-08-29T11:54:57.749836+00:00,"{""category"": ""silesia"", ""codec"": ""gf2_best"", ""label"": ""public_corpus_prefix"", ""member"": ""webster"", ""n_bytes"": 512000}",GF2,1,7,512000,448037,3584000,15,216,1,32,32,296,3584296,True,110460,169545,-59085,-0.5348995111352526,-59085,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-337577,True,,,,raw_gap-337577 comp_gap-59085,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,148926,148914,110460,125852,127618,120443,244030,244018,169545,197408,201344,197849
phase4_silesia_x-ray_p512000,phase4_silesia,results/phase4_silesia/phase4_silesia_x-ray_p512000.json,silesia_x-ray_prefix_512000,34d420201364c7b288ae907f72cf850e42c35bcff9ba5184c37030ec8e2e752c,512000,,2a4733c8e72b0657f50c6bc9767237162c6be7db-dirty,2026-08-29T11:12:09.297560+00:00,"{""category"": ""silesia"", ""codec"": ""gf2_best"", ""label"": ""public_corpus_prefix"", ""member"": ""x-ray"", ""n_bytes"": 512000}",GF2,4,60,256000,480073,3840000,304,216,0,32,32,584,3840584,True,240711,316628,-75917,-0.3153865008246403,-75917,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-239362,True,,,,raw_gap-239362 comp_gap-75917,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,347306,347294,240711,260404,311080,281980,429953,429941,316628,367676,393184,353574
phase4_silesia_xml_p512000,phase4_silesia,results/phase4_silesia/phase4_silesia_xml_p512000.json,silesia_xml_prefix_512000,1ae008042047777d47732811e4baef57ac075ee6d39a55d0cee925539fab9fc8,512000,,2a4733c8e72b0657f50c6bc9767237162c6be7db-dirty,2026-08-29T11:13:09.810394+00:00,"{""category"": ""silesia"", ""codec"": ""gf2_best"", ""label"": ""public_corpus_prefix"", ""member"": ""xml"", ""n_bytes"": 512000}",GF2,1,7,512000,448037,3584000,15,216,1,32,32,296,3584296,True,15438,39683,-24245,-1.5704754501878482,-24245,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-432599,True,,,,raw_gap-432599 comp_gap-24245,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,23240,23228,15438,17760,17277,15734,56144,56132,39683,40188,41428,40167
phase4_structured_json_fd_n2000,phase4_structured,results/phase4_structured/phase4_structured_json_fd_n2000.json,json_array_fd_n2000_s801,a594c0fc9be0904dbde602bfba2467fbf0acdc640568fc74de44443ab471ffff,81457,801,aea7e6c079bc54aa2fa4dd95815dd107e0bc050d-dirty,2026-08-29T09:54:58.472903+00:00,"{""codec"": ""gf2_best"", ""label"": ""format_FD_trap_structured_text"", ""n_rows"": 2000, ""widths"": [8, 16, 32, 64]}",GF2,15,49,152730,62503,498918,814,216,4,32,40,1106,500024,True,16167,27361,-11194,-0.6923980948846415,-11194,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-46336,True,,,,raw_gap-46336 comp_gap-11194,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,22774,22762,18183,17156,16995,16167,36344,36332,30927,28380,29800,27361
phase4_structured_log_fd_n2000,phase4_structured,results/phase4_structured/phase4_structured_log_fd_n2000.json,log_lines_fd_n2000_s802,c27486f53b76bcf43f0ae1184cd9ea07fb0aeeea20eee761a0a12fbab0653623,106618,802,aea7e6c079bc54aa2fa4dd95815dd107e0bc050d-dirty,2026-08-29T09:55:11.167510+00:00,"{""codec"": ""gf2_best"", ""label"": ""format_FD_trap_structured_text"", ""n_rows"": 2000, ""widths"": [8, 16, 32, 64]}",GF2,1,7,106618,93328,746326,15,216,3,32,32,298,746624,True,12203,17355,-5152,-0.42219126444316973,-5152,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-81125,True,,,,raw_gap-81125 comp_gap-5152,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,17251,17239,12573,12228,12203,12543,24320,24308,17355,19228,21132,18269
